Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 

t1_d3_n10_r10.dat 10 10 23 [1,1,1,0,0,1,0,0,0,0] ### 100.0 23.0 0.0 23.0 23.0 0.85 ### 100.0 23.0 0.0 23 23 299.58 ### 51.61 21.61 1.52 23 18 549.66 ### 100.0 23.0 0.0 23 23 82.49 ### 

t1_d3_n10_r20.dat 10 20 38 [0,0,1,0,0,1,0,0,1,0] ### 100.0 38.0 0.0 38.0 38.0 0.73 ### 100.0 38.0 0.0 38 38 307.87 ### 93.55 37.71 1.11 38 33 561.64 ### 100.0 38.0 0.0 38 38 195.94 ### 

t1_d3_n10_r30.dat 10 24 77 [0,0,0,1,1,0,0,1,0,0] ### 100.0 77.0 0.0 77.0 77.0 0.79 ### 100.0 77.0 0.0 77 77 327.28 ### 80.65 76.81 0.4 77 76 595.27 ### 100.0 77.0 0.0 77 77 193.04 ### 

t1_d3_n10_r40.dat 10 40 81 [0,0,0,0,1,0,0,1,0,1] ### 100.0 81.0 0.0 81.0 81.0 0.9 ### 100.0 81.0 0.0 81 81 327.82 ### 80.65 79.26 3.56 81 72 595.6 ### 100.0 81.0 0.0 81 81 440.25 ### 

t1_d3_n10_r50.dat 10 42 92 [0,1,1,0,0,0,1,0,0,0] ### 100.0 92.0 0.0 92.0 92.0 0.83 ### 0.0 81.0 0.0 81 81 344.13 ### 64.52 91.0 2.05 92 81 599.29 ### 100.0 92.0 0.0 92 92 437.03 ### 

t1_d3_n5_r10.dat 5 8 15 [1,1,1,0,0] ### 100.0 15.0 0.0 15.0 15.0 0.51 ### 100.0 15.0 0.0 15 15 200.3 ### 96.77 14.9 0.53 15 12 544.91 ### 100.0 15.0 0.0 15 15 5.59 ###

t1_d3_n5_r20.dat 5 18 19 [0,0,1,0,1] ### 100.0 19.0 0.0 19.0 19.0 0.4 ### 100.0 19.0 0.0 19 19 196.41 ### 100.0 19.0 0.0 19 19 547.64 ### 100.0 19.0 0.0 19 19 8.09 ###

t1_d3_n5_r30.dat 5 14 53 [0,0,0,1,1] ### 100.0 53.0 0.0 53.0 53.0 0.39 ### 100.0 53.0 0.0 53 53 195.57 ### 100.0 53.0 0.0 53 53 545.67 ### 100.0 53.0 0.0 53 53 5.83 ###

t1_d3_n5_r40.dat 5 34 43 [0,0,0,1,1] ### 100.0 43.0 0.0 43.0 43.0 0.46 ### 100.0 43.0 0.0 43 43 196.05 ### 100.0 43.0 0.0 43 43 548.45 ### 100.0 43.0 0.0 43 43 12.33 ###

t1_d3_n5_r50.dat 5 35 72 [1,0,1,0,0] ### 100.0 72.0 0.0 72.0 72.0 0.42 ### 0.0 58.0 0.0 58 58 200.26 ### 100.0 72.0 0.0 72 72 548.93 ### 100.0 72.0 0.0 72 72 12.72 ###

t1_d3_n6_r10.dat 6 8 23 [1,1,1,0,0,1] ### 100.0 23.0 0.0 23.0 23.0 0.44 ### 0.0 20.0 0.0 20 20 229.63 ### 100.0 23.0 0.0 23 23 563.91 ### 100.0 23.0 0.0 23 23 8.37 ###

t1_d3_n6_r20.dat 6 18 23 [0,0,1,0,0,1] ### 100.0 23.0 0.0 23.0 23.0 0.49 ### 100.0 23.0 0.0 23 23 219.33 ### 100.0 23.0 0.0 23 23 544.6 ### 100.0 23.0 0.0 23 23 12.06 ###

