Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 

t3_d1_n10_r10.dat 10 11 51 [1,0,1,0,1,1,0,0,0,0] ### 100.0 51.0 0.0 51.0 51.0 0.84 ### 0.0 50.0 0.0 50 50 305.0 ### 93.55 50.94 0.25 51 50 521.75 ### 100.0 51.0 0.0 51 51 80.03 ### 

t3_d1_n10_r20.dat 10 21 60 [0,1,0,1,1,0,0,1,0,0] ### 100.0 60.0 0.0 60.0 60.0 0.8 ### 100.0 60.0 0.0 60 60 305.67 ### 80.65 59.23 2.01 60 50 527.56 ### 100.0 60.0 0.0 60 60 175.62 ### 

t3_d1_n10_r30.dat 10 31 71 [1,1,0,0,0,1,0,0,1,0] ### 100.0 71.0 0.0 71.0 71.0 0.87 ### 0.0 69.0 0.0 69 69 305.74 ### 93.55 70.84 0.63 71 68 526.81 ### 100.0 71.0 0.0 71 71 175.29 ### 

t3_d1_n10_r40.dat 10 41 81 [0,0,1,1,0,0,1,1,0,0] ### 100.0 81.0 0.0 81.0 81.0 1.36 ### 0.0 80.0 0.0 80 80 295.99 ### 74.19 80.16 2.44 81 71 526.19 ### 100.0 81.0 0.0 81 81 394.39 ### 

t3_d1_n10_r50.dat 10 51 89 [0,0,1,0,1,0,1,1,0,0] ### 100.0 89.0 0.0 89.0 89.0 0.88 ### 100.0 89.0 0.0 89 89 300.08 ### 54.84 85.65 3.74 89 80 527.7 ### 100.0 89.0 0.0 89 89 394.06 ### 

t3_d1_n6_r10.dat 6 11 51 [1,0,1,0,1,1] ### 100.0 51.0 0.0 51.0 51.0 0.53 ### 0.0 50.0 0.0 50 50 243.28 ### 96.77 50.97 0.18 51 50 518.92 ### 100.0 51.0 0.0 51 51 7.87 ### 

t3_d1_n6_r20.dat 6 21 60 [0,0,1,1,1,1] ### 100.0 60.0 0.0 60.0 60.0 0.56 ### 100.0 60.0 0.0 60 60 292.03 ### 96.77 59.87 0.71 60 56 521.36 ### 100.0 60.0 0.0 60 60 11.67 ### 

t3_d1_n6_r30.dat 6 31 60 [1,0,1,0,0,1] ### 100.0 60.0 0.0 60.0 60.0 0.7 ### 100.0 60.0 0.0 60 60 226.8 ### 100.0 60.0 0.0 60 60 518.03 ### 100.0 60.0 0.0 60 60 11.76 ### 

