Number of iterations: 31 


### ### DATASET_INFO ### ### ### ### ### Algorithm__SlimeMould ### ### ### ### ### ### Algorithm__GreyWolf ### ### ### ### ### ### Algorithm__Dragonfly ### ### ### ### ### ### Algorithm__IbmQuantumEigensolver ### ### ###
FileName nItems Capacity Objective Solution ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### success_rate(%) fitness_avg standard_deviation best_fitness worst_fitness time_avg ### 

t1_d1_n10_r10.dat 10 11 25 [1,0,1,0,0,1,0,0,1,0] ### 100.0 25.0 0.0 25.0 25.0 0.81 ### 0.0 23.0 0.0 23 23 258.54 ### 70.97 24.23 1.31 25 20 497.14 ### 100.0 25.0 0.0 25 25 73.98 ### 

t1_d1_n10_r20.dat 10 21 38 [0,0,1,0,0,1,0,0,1,0] ### 100.0 38.0 0.0 38.0 38.0 0.67 ### 100.0 38.0 0.0 38 38 284.44 ### 90.32 37.55 1.39 38 33 502.09 ### 100.0 38.0 0.0 38 38 160.25 ### 

t1_d1_n10_r30.dat 10 31 77 [0,0,0,1,1,0,0,1,0,0] ### 100.0 77.0 0.0 77.0 77.0 0.75 ### 100.0 77.0 0.0 77 77 286.92 ### 74.19 76.74 0.44 77 76 521.64 ### 100.0 77.0 0.0 77 77 160.43 ### 

t1_d1_n10_r40.dat 10 41 81 [0,0,0,0,1,0,0,1,0,1] ### 100.0 81.0 0.0 81.0 81.0 0.7 ### 100.0 81.0 0.0 81 81 280.92 ### 83.87 79.19 4.48 81 61 504.4 ### 100.0 81.0 0.0 81 81 361.66 ### 

t1_d1_n10_r50.dat 10 51 106 [1,0,1,0,0,0,1,0,0,0] ### 100.0 106.0 0.0 106.0 106.0 0.69 ### 100.0 106.0 0.0 106 106 284.15 ### 74.19 103.77 5.14 106 81 505.76 ### 100.0 106.0 0.0 106 106 363.29 ### 

t1_d1_n5_r10.dat 5 11 19 [1,1,1,0,1] ### 100.0 19.0 0.0 19.0 19.0 0.41 ### 0.0 17.0 0.0 17 17 292.05 ### 100.0 19.0 0.0 19 19 514.45 ### 100.0 19.0 0.0 19 19 5.33 ### 

t1_d1_n5_r20.dat 5 21 19 [0,0,1,0,1] ### 100.0 19.0 0.0 19.0 19.0 0.43 ### 100.0 19.0 0.0 19 19 181.58 ### 100.0 19.0 0.0 19 19 496.51 ### 100.0 19.0 0.0 19 19 7.05 ### 

t1_d1_n5_r30.dat 5 31 76 [0,1,0,1,1] ### 100.0 76.0 0.0 76.0 76.0 0.48 ### 100.0 76.0 0.0 76 76 288.68 ### 100.0 76.0 0.0 76 76 494.15 ### 100.0 76.0 0.0 76 76 7.01 ### 

t1_d1_n5_r40.dat 5 41 59 [0,0,1,0,1] ### 100.0 59.0 0.0 59.0 59.0 0.41 ### 100.0 59.0 0.0 59 59 181.23 ### 100.0 59.0 0.0 59 59 503.37 ### 100.0 59.0 0.0 59 59 10.69 ### 

t1_d1_n5_r50.dat 5 51 81 [1,0,1,1,0] ### 100.0 81.0 0.0 81.0 81.0 0.44 ### 100.0 81.0 0.0 81 81 187.18 ### 100.0 81.0 0.0 81 81 496.7 ### 100.0 81.0 0.0 81 81 10.74 ### 

t1_d1_n6_r10.dat 6 11 23 [1,1,1,0,0,1] ### 100.0 23.0 0.0 23.0 23.0 0.47 ### 100.0 23.0 0.0 23 23 475.58 ### 100.0 23.0 0.0 23 23 498.3 ### 100.0 23.0 0.0 23 23 6.94 ### 

t1_d1_n6_r20.dat 6 21 23 [0,0,1,0,0,1] ### 100.0 23.0 0.0 23.0 23.0 0.44 ### 100.0 23.0 0.0 23 23 199.77 ### 100.0 23.0 0.0 23 23 515.65 ### 100.0 23.0 0.0 23 23 10.67 ### 

