FileName,Slime_mould,Grey_wolf,Dragon_fly,QuantumEigensolver

t3_d3_n10_r10.dat,13.0,11.0,12.741935483870968,13.0,

t3_d3_n10_r20.dat,26.0,24.0,25.29032258064516,26.0,

t3_d3_n10_r30.dat,41.0,40.0,40.806451612903224,41.0,

t3_d3_n10_r40.dat,50.0,46.0,48.61290322580645,50.0,

t3_d3_n10_r50.dat,62.0,62.0,61.96774193548387,62.0,

t3_d3_n6_r10.dat,10.0,9.0,10.0,10.0,

t3_d3_n6_r20.dat,19.0,19.0,18.903225806451612,19.0,

t3_d3_n6_r30.dat,32.0,28.0,32.0,32.0,

t3_d3_n6_r40.dat,43.0,43.0,42.903225806451616,43.0,

t3_d3_n6_r50.dat,56.0,56.0,56.0,56.0,

t3_d3_n7_r10.dat,11.0,10.0,10.96774193548387,11.0,

t3_d3_n7_r20.dat,24.0,24.0,24.0,24.0,

t3_d3_n7_r30.dat,32.0,29.0,32.0,32.0,

t3_d3_n7_r40.dat,44.0,44.0,43.935483870967744,44.0,

t3_d3_n7_r50.dat,59.0,59.0,58.96774193548387,59.0,

t3_d3_n8_r10.dat,13.0,11.0,12.741935483870968,13.0,

t3_d3_n8_r20.dat,26.0,24.0,25.516129032258064,26.0,

t3_d3_n8_r30.dat,38.0,36.0,38.0,38.0,

t3_d3_n8_r40.dat,46.0,46.0,45.935483870967744,46.0,

t3_d3_n8_r50.dat,60.0,60.0,59.87096774193548,60.0,

t3_d3_n9_r10.dat,13.0,11.0,12.580645161290322,13.0,

t3_d3_n9_r20.dat,26.0,24.0,25.193548387096776,26.0,

t3_d3_n9_r30.dat,41.0,40.0,40.516129032258064,41.0,

t3_d3_n9_r40.dat,50.0,46.0,49.16129032258065,50.0,

t3_d3_n9_r50.dat,60.0,60.0,59.903225806451616,60.0,
